+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                  ;
+--------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                              ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; g_reg_File|\G_N_32bit_Reg:31:REG_I|\G_NBit_Reg:2:DFFI  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:31:REG_I|\G_NBit_Reg:1:DFFI  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:31:REG_I|\G_NBit_Reg:0:DFFI  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:31:REG_I                     ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:31:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:30:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:29:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:28:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:27:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:26:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:25:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:24:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:23:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:22:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:21:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:20:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:19:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:18:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:17:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:16:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:15:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:14:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:13:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:12:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:11:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:10:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:9:DFFI  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:8:DFFI  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:7:DFFI  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:6:DFFI  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:5:DFFI  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:4:DFFI  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:3:DFFI  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:2:DFFI  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:1:DFFI  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I|\G_NBit_Reg:0:DFFI  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:30:REG_I                     ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:29:REG_I|\G_NBit_Reg:31:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:29:REG_I|\G_NBit_Reg:30:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:29:REG_I|\G_NBit_Reg:29:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:29:REG_I|\G_NBit_Reg:28:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:29:REG_I|\G_NBit_Reg:27:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:29:REG_I|\G_NBit_Reg:26:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:29:REG_I|\G_NBit_Reg:25:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:29:REG_I|\G_NBit_Reg:24:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:29:REG_I|\G_NBit_Reg:23:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_reg_File|\G_N_32bit_Reg:29:REG_I|\G_NBit_Reg:22:DFFI ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
